;article_id;date;predicted_category_tf_idf;evaluation_tf_idf;predicted_category_embs;evaluation_embs;category;true_label;bog_teater;text
561127;vib_130329;1835-02-24;Bekjendtgjørelser;t;Bekjendtgjørelser;t;AVERTISSEMENTS;;;Den Leilighed som for Tiden beboes af Dorthe Køllerup, i det mig tilhørende Huus, Skolebakken kaldet, er med tilliggende Have til 1ste Mai d. A. at faae til Leie. Viborg 12te Febr. 1835. M. M. Jespersen. Ifølge Reqvisition af Skifteretten i afg. Kjøbmand O. B. Jægers Dødsbo i Skive bliver den Boet tilhørende Vandmølle, Staarup-Mølle kaldet, i Høislev Sogn, Fiends Herred, af Hartkorn Ager og Eng 2 Tdr. 2 Skp. 1 Fdkr. 1 Alb. og Mølleskyld 4 Tdr. 2 Skp., ved Auction, som afholdes i selve Møllen, den 12te Marts førstkommende Kl. 10 Formiddag, opraabt til Bortforpagtning paa 2 a 3 Aar, og, for det Tilfælde, Budet paa Forpagtningen kan antages, bliver samme Dag afholdt Auction over den ved Møllen værende Besætning og Jnventarium, bestaaende af Heste, Køer, Faar, Sviin, Vogne, Ploug, Harve, med flere Gaards- og Avlsredskaber.
440652;vib_009854;1811-06-10;Bekjendtgjørelser;t;Bekjendtgjørelser;t;Bekjendtgjørelser;;;Conditionerne bekjendtgjøres paa Auctionsstedet og Lysthaverne indbydes herved til benævnte Tid og Sted. Skagen den 20 Mai 1811. D. C. Lund.
552969;vib_122171;1833-05-07;Jndenlandsk;f;Bekjendtgjørelser;t;Bekjendtgjørelser;;;"Ved Hornum Fleskum Herreders Extraret er, af By- og Herredsfoged Lynge med tiltagne Meddomsmænd den 17de September 1832 dømt saaledes: ""Tiltalte, forhenv. Gaardmand i Østereittrup, Peder Nørgaard af Sophiendahl eller Hasseris bør arbeide i Fæstningen 1/2 Aar, samt udrede de af Sagens Forfølgning og Dommens Execution lovligen flydende Omkostninger, og derunder Salair til Actor Prokurator Spreckelsen af Nibe 4 Rbd. og til Defensor Prokurator Sparre i Aalborg 3 Rbd. Sølv. Det Jdømte at udredes inden 15 Dage efter Dommens lovlige Forkyndelse, alt at efterkommes under Adfærd efter Loven."""
593178;vib_162380;1841-08-19;Jndenlandsk;t;Jndenlandsk;t;Jndenlandske Efterretninger;;;"(Af ""Corfaren) Scene i Odense: A. (stikker Hovedet, ud) Hvem banker, B. (med en Bibel under Armen og aftagen Hat) Deres underdanige Ringhed. A. Her kommeringen Sjæl ind - gaae til min Falar (smækker Døren i.) - Jfølge Breve fra Fyen reiste Digteren Andersen derigiennem, iført en fuldstændig græsk Dragt, hvorved især udmærkede sig en Hue med en stor forgyldt Qvast, der gjorde saadan Opsigt, at Folk stode stille paa Veien, naar han kjørte forbi, og sagde: ""Nei see bare - Hans Qvast. ""Figarosukker efter de saa velgjørende Maadeholdsforeninger. Men bedste Figaro, de har jo allerede selv etableret en saadan, der tæller 1500 Medlemmer, som Alle have renonceret paa al mulig Spiritus."
584838;vib_154040;1840-02-03;Udenlandsk;t;Udenlandsk;t;Nyeste Postefterretninger;;;Nyeste Postefterretninger. Orienten. Leipz. Zeit. meddeler i et Brev fra Paris af 24de Januar den Efterretning, at ifølge de sidste Beretninger fra London er Tractaten imellem Lord Palmerston og Baron Brunnow undertegnet den 17de Jan. Denne Tractat skal tjene som Grundlaget til Tyrkiets Pacification, og skal være antagen af det britiske Minister-Conseil, ligeledes skal den østerrigske Gesandt, Baron Neumann, have antaget Tractaten. Jmidlertid tilføies der, at vel underrettede Personer endnu betvivle Tractatens Undertegnelse, og formene, at Lord Palmerston er den eneste engelske Minister, der har erklæret sig for Overeenskomsten, uden dog at være enig med Rusland i Formen. Han skal derfor ogsaa have gjort Rusland og Østerrig nye Forslag.
578365;vib_147567;1838-11-10;Jndenlandsk;t;Jndenlandsk;t;Jndenlandske Efterretninger;;teater;Den 4de d. M. gav det Werligheske Skuespillerselskab sin første Forestilling i Helsingør, som aabnedes med en af Md. Werligh fremsagt Prolog
494458;vib_063660;1822-01-16;Udenlandsk;t;Udenlandsk;t;Blandede Efterretninger;;;"J Neapel er udkommen en Anordning, ifølge hvilken Folk skal tvinges til at gaae i Kirke. Sverrig. Hs. M. Kongen har ved Baron v. Bøhnen, ladet Hertugen af Leuchtenberg (Prinds Eugen) tilstille Serafinerordenens store Guldkjæde og øvrige Jnsignier - J de sidste 7 Aar have Sverigs Landsoldater ligesom fordam de Romerske Legioner, ved 4 Kanalers Anlæg i Sverrig arbeidet i 3 Million 510,314 Dage, og ere derved forpleiede saa got at kun et ubetydeligt Antal blevsyge og døde. Efterslægten vil beundre Arbeidet og priise Regjeringen, der paa saa gavnlig en Maade sysselsatte Fædrenelandets Krigere i Fredstiden. De svenske Bønder ere et kæmpemæssigt, ualmindelig kraftigt Menneskeslags. Deres Brød og Brændeviin smager saa stærkt af Annis at faa Udlændinger kunne nyde samme. Deres Mad er meget sød, thi Sukker er en Hovedingredients deri. Svenskernes Hoveddyd, der synes at udmærke dem fremfor alle andre Folkefærd, er deres ubegrændsede oprigtige og ganske uegennyttige Gjæstvenskab mod Reisende: den udmærket alle Stænder, ligefra den høieste Adeltil den fattigste Landmand. Den svenske Bonde spiser næsten aldrig Kiød. Saltet Fisk, Æg og Meler hans Hovednæring. Paa Landeveiene i Sverrigfinder Man Fattigbøsser. Stratenrøverie hører Man aldrig til; Enhver kan reise ganske sikker Dagog Nat. Jevnligt møder Man Mandfolk med en Strikkestrømpe i Haanden."
439885;vib_009087;1811-04-08;Bekjendtgjørelser;t;Bekjendtgjørelser;t;Bekjendtgjørelser;;;Hvilket herved til Libhaberes Efterretning bekjendtgjøres.
481636;vib_050838;1819-09-29;Bekjendtgjørelser;t;Bekjendtgjørelser;t;Bekjendtgjørelser;;;Fordi Vinderslev Marked indfalder den 7de October continuerer Auctionen den 8de næstefter. Dalsgaard den 22de September 1819. Holstein.
534534;vib_103736;1829-03-25;Bekjendtgjørelser;t;Bekjendtgjørelser;t;Bekjendtgjørelser;;;Dette bekjendtgjøres herved i Overeensstemmelse med Placaten af 22de April 1817, til alle Vedkommendes Efterretning. Skive 22de Martii 1829. Rosenstand.
504281;vib_073483;1823-10-11;Jndenlandsk;t;Jndenlandsk;t;Jndenlandske Tidender;;;Jndenlandske Tidender. Kjøbenhavns Børs Cours den 7de Octbr. Hamborg 2 M. 244, a vista 247. Specier 250. - Specier solgtes til 15 Mk.
514234;vib_083436;1825-06-08;Jndenlandsk;t;Jndenlandsk;t;Jndenlandske Tidender;;;"Jfølge de fra det kongelige danske Cancellie og det slesvig-holsteen lauenborgske Cancellie meddeelte Efterretninger var indtil Mai Maaneds Udgang ved de anordnede Kirkecollecter, Huussamlinger og andre frivillige Gaver, til Understøttelse for de ved Oversvømmelserne skadelidende Districters Beboere i Jylland, og Hertugdommene, indkommet følgende Summer: Fra Staden Kjøbenhavn 17,030 Rbdlr. 47 s. r. S. og 29,740 Rbd. 27 sk. S. og T., samt desudenen Deposito=Kasse-Obligation, lydende paa 1000 Rdlr.; fra det qvindelige velgjørende Selskab 62 Rbd. 8 s. r. S. og 8,301 Rbd. 8 s. S. og T.; fra Provindserne i Danmark 13,424 Rbd. 46 1/2 s. r. S. og 47,190 Rbd. 83 s. S. og T.; fra Hertugdommene Slesvig, Holsten og Lauenborg 86,958 Rbd. 94 s. r. S.; fra Udlandet 5,508 Rbd. 24 s. r. S. - ialt 122,984 Rbd. 27 s. r. S. og 85,532 Rbd. 22 s. S. og T. Desuden er i Guld og fremmede Mynter ikke givet ubetydeligt, og, til Fordeling blandt Hallingboerne, fra Staden Frankfurt amMain indsendt 126 Rbd. 32 s. r. S. Ogsaa er saavel fra indenlandske som udenrigske Givere og velgjørende Foreninger tilstillet Øvrighederne i de skadeliidte Districter adskillige Bidrag, baade i Materialier og Penge, af hvilke den største Deel foreløbig er bleven uddeelt til de meest Trængende."
594742;vib_163944;1841-12-04;Udenlandsk;f;Bekjendtgjørelser;f;Jndenlandske Efterretninger;;;Ved Tallotteriets 1397de Trækning i Altona, den 30te November, udkom: Nr. 21. 84. 72. 53. 41.
518399;vib_087601;1826-02-11;Bekjendtgjørelser;t;Bekjendtgjørelser;t;Bekjendtgjørelser;;;Rinds-Gislum Herreders Contoir i Hobroe, den 8de Febr. 1826. Jansen.
437506;vib_006708;1810-09-17;Udenlandsk;t;Udenlandsk;t;Blandede Efterretninger;;;Den sachsiske Armee skal samles ved Dreiden i Lett.
474102;vib_043304;1818-06-20;Bekjendtgjørelser;t;Bekjendtgjørelser;t;Bekiendtgjørelser;;;Fredagen d. 3die Julii næstkommende om Formiddagen Kl. 9, bliver udi Skive Raadstue foretaget Licitatio. over et af Skive Byes Fattighuses Jstandsættelse og Reparation, som efter Synsforretningen vil koste omtrent 387 Rbd. 5 Mk. R. V. Skive, d. 17de Juni 1818. D. Selmer.
544246;vib_113448;1831-05-21;Jndenlandsk;t;Udenlandsk;f;Jndenlandske Efterretninger;;;"Paa 1ste Pintsedag prædiker i Domkirken: Hr. Stiftsprovst Schjødte. J Søndresogn; Hr. Pastor FriisTil Aftensang i Domkirken: Hr. Pastor Ursin. Paa 2den Pintsedag prædiker i Domkirken: Hr. Pastor Ursin. J Søndresogn: Hr. Pastor Friis. ratorertefterrettesterterneriertern-"
491731;vib_060933;1821-07-25;Udenlandsk;t;Udenlandsk;t;Titelblad;;;Den 11te Juli blev Parlamentet hævet indtil 20de Septbr. ved en Commission i Hs. Maj. Navn, bestaaende af Storkantsleren, Erkebiskoppen af Canterburg Hertug Wellington og Greverne Harrowby og Westmoreland. Der blev oplæst 2 korte Taler. Bonaparte har efterladt sig Beretninger og sin Regjering sine Feldttoge og øvrige Levnet i 3 Dele - Han havde leveret Bertrand og Montholon Afskrivter deraf. Man paastaaer, at der og skal være kommen en Afskrivt af dette Værk her til England. Den Boghandler, som kan faae det i Forlag, vil naturligviis gjøre sin Lykke.
535015;vib_104217;1829-05-02;Jndenlandsk;f;Udenlandsk;f;Indenlandske Tidender;Bekjendtgjørelser;;Paa 2den Søndag efter Paaske prædiker i Domkirken Hr. Pastor Unsin. J Søndresogn: Hr. Pastor Friis.
450334;vib_019536;1813-11-01;Udenlandsk;t;Udenlandsk;t;Første rubrik;;;No. 3. (Af Alt. Merk. og Hamb. Corresp.) Krigsefterretninger. Ratzeburg d. 23 Octbr. Marskallen Prindsen af Emühl havde befalet Obersten for det 30te Regiment at gjøre en Rekognostering til Lüneburg. Batallionschef Hiis fik dette Ærende. Han brød op fra Winsen den 21de og kom for Lüneburg om Natten og overfaldt det fiendtlige Tropper. Han kom der Kl. 1 om Natten. Fjendens Forposter havde gjort Allarm og lukket Portene. Dog lykkedes det et Compagni, anført af Douan=Capitain Lavandere, at overfalde en PortFjenden søgte at redde sig til alle Sider. Vi dræbte 15 Md., fangede 20 Md. hvoriblant 1 Preussisk Officeer og toge 30 Heste, Capitain d'Houdelot, hans Excellentses Adjutant, var med og Tropperne, især Capt. Lavandere, roses meget for deres Koldblodighed. 1 fransk Voltigeur, som blev overredet af en fiendtlig Rytter, som flygtede, brækkede Armen, dette er vort eneste Tab.
512196;vib_081398;1825-02-14;Jndenlandsk;t;Jndenlandsk;t;Jndenlandske Tidender;;;"Døde. Kjøbenhavn; Schveitser ved Hoftheatret Claus Johansen 91 Aar (havde staaet i Kongelig Tjeneste 52 Aar; Bud ved Skiftecommissionen Johan Peter Schou, 56 Aar; Justitsraad og Ridder Eskildsen Directeur ved den Kgl. grønlandske Handel og Skibsmaaler, Mad. Anna Henriette de Meza, f. Lund, 57 Aar ; Mad. Birgitte Kristine Mathiesen, f. Lysøe, 34 Aar; Mad. Birgitte Chathr. Christensen, fød Tønborg, 42 Aar; Jfr. Juliane Friderike BrieghelJohan Friderich Jacobsen 18 Aar. - Egeløkke i Fyen: Major Carl Frederik Steensen Leth (død hastig. - Odense. Forvalter F. C. Nellemann, 38 Aar. - Grenaae: Forligelsescommissair Rasmus Møller, 68 Aar. - Mellerup. J. N. Fisscher, 38 Aar. - Kierbye Mølle: Peder Willadsen, 64 Aar. - Gottorf, Cancellieraad G. C. Fr. Lobedan; Archivar ved Overretten, 57 Aar. - Vium Præstegrd. ved Viborg, Forhenv. Bogtrykker i Aarhuus Niels Lund 72 Aar (var gift med sin efterlevende Enke i 42 Aar.) Den hedengangne Erbogtrykker Niels Lunds Minde helliges følgende Linier."
437782;vib_006984;1810-10-08;Bekjendtgjørelser;t;Bekjendtgjørelser;t;Bekjendtgjørelser;;;Bekjendtgjørelser. Auction. Hr. Agent Hausens eiende her i Byen beliggende, erkjendte gode Klæde=Fabrik, der kand drives med 9 Stole, hvoraf 5 nu er i Gang, med alle sine Karteog Spinde=Maskiner, Valkeværk, Farverie, kort al dens Jnventarium, og Beholdning, af i Arbeide værende Vahre, Garn, raae Materialier af alle Slags, til Fabrikens fremdeles Drivt og uafbrudte Gang, bliver, efter Begjæring, ved offentlig Auction opbuden 1ste Gang den 24 October, 2den Gang den 31 October og 3die og sidste Gang den 8de Novbr. næstk. Disse Auctionerholdes paa Raadhuset bemeldte Dage, hver DagKl. 2 Slet Eftermiddag. Conditionerne, der for Kjøbere ere meget favorable, tilligemed Afskrivter af den afhjemlede Taxations og Vurderings Forretning, ere at erholde, i Kbhvn, hos Hr. Grosserer Niels Broch Hansen, i Callundborg hos Mad. Sal. Steenfeldt, i Odense hos Hr. Cancellieraad Lindved, i Faaborg hos Hr. Cancellieraad Tolstrup, i Assens hos Hr. Pastor Hornsyld, i Hamborg, hos Hr. Ludvig Frantz Lorent, i Aabenraae hos Hr. Herman Friis, i Eckernførde hos Hr. Regimentsqvarteermester Fischer, i Fridericia hos Hr. Cancellieraad Ridder Bruun, i Veile hos Hr. Hans Ammitsbøll, i Horsens hos Hr. Justitsraad Carøe, i Aarhuus hos Hr. Jnspecteur Stochmann, i Aalborg hos Hr. Cancellieraad Bøggild, i Viborg hos Hr. Justitsraad Gjerulf og i Randers hos Hr. Etatsraad Ridder Carøe.
450324;vib_019526;1813-10-28;Bekjendtgjørelser;t;Bekjendtgjørelser;t;Udenlandske Tidender;;;J øvrigt skal Tiden, naar Auctionen skal afholdes, nærmere af Vort Rentekammer blive bekjendtgjort. Hvorefter alle Vedkommende kunne vide sig at rette. (Auctionen over 6000 Tdr. Byg holdes i Rentekammeret d. 3die Novbr. og d 17de Novbr. over Rug og Havre.) Copulerede i Viborg, d. 24 Octbr. Muurmester Johan Frederik Mathisen Kønigsberg, og Pigen Kirstine Christiansdatter Pichiør.
435193;vib_004395;1810-02-26;Bekjendtgjørelser;t;Bekjendtgjørelser;t;Bekjendtgjørelser;;;Bekjendtgjørelser. Alt tienstpligtigt Mandskab, og de som ere Hiempermitterede af 2det Jydske Infanteri Regiments 4de Battaillons 2det Compagnie, haver den 1ste Mar i næst at indfinde sig ved deres Compagnie (saafremt ingen anden Ordreimidlertid indløber) under vedhörlig Straf efter Krigsartiklerne i udeblivende Tilfælde. Randers d. 20de Febr. 1810. Paulsen. Compagnis Chef.
487141;vib_056343;1820-10-07;Bekjendtgjørelser;t;Bekjendtgjørelser;t;Bekjendtgjørelser;;;End eengang modtager min Tak, alle J God., og værer forvissede om, at jeg, med den inderligste Velvilligheds Følelse, stedse skal mindes hvor broderligen J. rakte mig Haanden i Nødens Tid. Holstebroe den 3die October 1820. v. Jessen.
488682;vib_057884;1821-01-20;Udenlandsk;t;Udenlandsk;t;Titelblad;;;"London den 30te Decbr. Vor Stad tæller mange velgjørender Selskaber; blandt disse er et som søger at udbrede Kristendom - Dette har man i Nürnberg beskyldt for i sidste Leipziger Messe at have lovet Jøder fra 10 til 50 Louisdorer, om de de ville vorde Kristne. Selskabet finder sig beføiet til offentlig at erklære dette for Usandhed da det stedse har skyet at forlede nogen til Hykleri."
511983;vib_081185;1825-01-31;Udenlandsk;t;Udenlandsk;t;Titelblad;;;"Paris. 18de Jan. Statsminister Grev FerrandPair og Medlem af det franske Academie, er død. I flere Aar var han blind og næsten lam; men mødte dog bestandig i Pairkammeret."
597366;vib_166568;1842-05-24;Jndenlandsk;t;Jndenlandsk;t;AVERTISSEMENTS;;;"Skjerbek Sognekald i Ribe Stift. Dette Embede, som i den gamle Angivelse er anslaaet til 300 Rd., har nu følgende Jndtægter: 1) Korntienden har været bortaccorderet for 533 Rd. 32 Sk. r. S. 2) Qvægtienden 10 a 12 Lamaarlig. 3) Smaaredsel 32 Snese Æg, og Smørpenge om trent 13 Rbd., samt desuden under Navn af ""Smørbør7 1/2 Fjerding Smør. 4) Offer og Accidentser c. 350 Rbd. 5) En Mensalgaard i Østergasse afgiver aarlig 7 Tdr. 4 Skpr. Rug og c. 51 Rbd. samt gjør Ægter og andet Hoverie. 6) Af et Stykke Eng i Alstrup, som bortfæstes, haves aarlig c. 7 Rbd. Af Kroen i Skjerbek svares c. 8 Rbd. 3 Mk. og af 18 Huse aarlig Grundskat omtrent 19 Rbd. 7) Præstegaarden staaer for 6 Ottinger. Næsten alt Præstegaardens Tilliggende har i de senere Aar været udleiet og har indbragt omtrent 600 Rbd. Skatter og Afgifter udgjøre omtrent 32 Rbd., Expenser og Communeudgifter c. 24 Rbd. Til Skolevæsenet udredes en Afgift af 48 Rbd. Enkepension er udredet med 120 Rbd. Præstegaarden indløses efter Overeenskomst eller Taxation, og kostede ved sidste Vacance1936 Rbd."
460861;vib_030063;1816-02-01;Bekjendtgjørelser;t;Bekjendtgjørelser;t;Bekjendtgjørelser;;;Bekjendtgjørelser. I Viborg Amt, Fjends Herred, Ørum Sogn, kan paa Strandetgaard til næste 1ste Mai bekommes til Beboelse i een eller flere Aar et Gjæstkammer, en Stor. stue, en Dagligstue, et Sovekammer, en Folkestue, Spisekammer og Kjøkken, samt Bryggers med Bagstue, de i Stuehuset værende 2de Vindovne og 2 Bilæggerovne kan ogsaa medfølge til Afbenyttelse for Leieren i Leietiden, Det behøvende Jldebrændsel af Hede=Skudtørv og Lyngskal ogsaa i Leietiden blive Leieren frit leveret af Eieren. tillige kan om forlanges faaes paa Foder og Græs 2 Hester og 2 Køer, samt 12 Faar.
576338;vib_145540;1838-06-01;Jndenlandsk;t;Jndenlandsk;t;Jndenlandske Efterretninger;;;"Dr. og Professor H. N. Clausen har udstyret ""Folkebladet med en Artikel, overskrevet ""OmStatsembedsmænd som kongelige Tienere, hvortil Themaet er valgt af hiin tidligere paatalte Tirade i ""Berliner polit. Wochenblat og Festligholdelsen af 28de Mai i Kjøbenhavn. Forfatteren antager, at saavidt der virkelig er Kjerne i den danske Frisindethed, vil det ikke lykkes den Berlinske Ugeblads Politik, her at vække Afsmag for den, og efter nogle Betragtninger om det Urigtige i den Synsmaade, at Embedsmanden skulde betragte sig ene og alene som Tiener, slutter han med følgende Anvendelse paa 28de Mais Fest: ""Det vilde være et paafaldende, et til mange sørgelige Betragtninger ledende Phænomen, dersom ved denne Borgerfest, da taknemmelige Undersaatter aarlig ihukomme en elsket Konges største Velgierning mod sit Folk, Statens Embedsmænd faaes at skille sig fra deres Medborgere, og kunde ansee sig, i Qvalitet af Kongelige Tienere, foranledigede til at drage sig tilbage fra Deeltagelse i en Fest af denne Betydning."
